StudentID,Name,Email,TenthMarks,TwelfthMarks,Strengths,Weaknesses,Semester,Courses
1RV22AI087,Karan Xavier,karan.xavier.ai22@rvce.edu.in,95,89,Project_Work(+4.00); Problem_Solving(+3.60); Practical(+3.60); Research(+3.50); AI_ML(+3.20); Communication(+3.20); Self_Study(+3.20),Leadership(+0.60); Database(+0.70); Presentation(+1.40),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI088,Aanya Rajan,aanya.rajan.ai22@rvce.edu.in,90,94,Practical(+3.60); Self_Study(+3.20); Database(+2.80); Theory(+2.80); Problem_Solving(+2.70),Leadership(+1.20); Research(+1.40); Project_Work(+1.60); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI089,Varsha Walia,varsha.walia.ai22@rvce.edu.in,76,87,Practical(+3.60); Theory(+3.50); Communication(+3.20); Self_Study(+3.20),Programming(+0.80); Problem_Solving(+1.80); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI090,Madhav Tiwari,madhav.tiwari.ai22@rvce.edu.in,88,99,Teamwork(+4.50); Presentation(+2.80); Research(+2.80),Self_Study(+1.60); Project_Work(+1.60); Database(+2.10); System_Design(+2.10); Time_Management(+2.10); Theory(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI091,Gauri Naidu,gauri.naidu.ai22@rvce.edu.in,87,89,Practical(+3.60); Presentation(+3.50); Project_Work(+3.20); Database(+2.80),AI_ML(+0.80); Leadership(+1.20); System_Design(+1.40); Theory(+1.40),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI092,Tara Verma,tara.verma.ai22@rvce.edu.in,92,99,Practical(+4.50); Problem_Solving(+3.60); Presentation(+3.50),Communication(+0.80); Theory(+1.40); Research(+1.40); Programming(+1.60); Teamwork(+1.80); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI093,Ishaan Easwaran,ishaan.easwaran.ai22@rvce.edu.in,79,89,Time_Management(+3.50); Self_Study(+3.20); Database(+2.80); System_Design(+2.80); Research(+2.80); Problem_Solving(+2.70); Practical(+2.70),AI_ML(+0.80); Theory(+1.40); Project_Work(+1.60); Teamwork(+1.80); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI094,Kavya Walia,kavya.walia.ai22@rvce.edu.in,87,89,Teamwork(+4.50),Programming(+0.80); Communication(+1.60); Self_Study(+1.60); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI095,Tara Das,tara.das.ai22@rvce.edu.in,87,97,AI_ML(+3.20); Communication(+3.20); Leadership(+3.00); Database(+2.80); Presentation(+2.80); Teamwork(+2.70),Self_Study(+0.80); Project_Work(+0.80); System_Design(+1.40); Time_Management(+1.40); Research(+1.40),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI096,Reyansh Bhat,reyansh.bhat.ai22@rvce.edu.in,89,86,Problem_Solving(+3.60); Teamwork(+3.60); Practical(+3.60); Research(+3.50); Programming(+3.20); AI_ML(+3.20); Self_Study(+3.20); Project_Work(+3.20),System_Design(+1.40); Time_Management(+1.40); Presentation(+1.40); Communication(+1.60); Database(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI097,Palak Patel,palak.patel.ai22@rvce.edu.in,87,83,Teamwork(+4.50); Communication(+4.00); Problem_Solving(+3.60); Research(+3.50); Project_Work(+3.20),Theory(+0.70); Database(+1.40); Leadership(+1.80); System_Design(+2.10); Time_Management(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI098,Akash Naidu,akash.naidu.ai22@rvce.edu.in,99,80,Problem_Solving(+4.50); Practical(+4.50); Teamwork(+3.60),Database(+0.70); Time_Management(+1.40); Presentation(+1.40); Programming(+1.60); Self_Study(+1.60); Project_Work(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI099,Gauri Kamath,gauri.kamath.ai22@rvce.edu.in,84,87,Teamwork(+3.60); System_Design(+3.50); Programming(+3.20); Communication(+3.20); Project_Work(+3.20),Research(+0.70); Self_Study(+0.80); Database(+1.40); Theory(+1.40); AI_ML(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI100,Pranav Shah,pranav.shah.ai22@rvce.edu.in,85,86,Problem_Solving(+3.60); AI_ML(+3.20); Project_Work(+3.20); System_Design(+2.80); Theory(+2.80); Research(+2.80),Time_Management(+1.40); Presentation(+1.40); Self_Study(+1.60); Teamwork(+1.80); Database(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI101,Mira Mehta,mira.mehta.ai22@rvce.edu.in,88,80,Problem_Solving(+3.60); Teamwork(+3.60); Programming(+3.20); Communication(+3.20); Time_Management(+2.80),Practical(+0.90); Database(+1.40); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI102,Deepa Easwaran,deepa.easwaran.ai22@rvce.edu.in,75,97,AI_ML(+3.20); Database(+2.80); System_Design(+2.80); Theory(+2.80); Teamwork(+2.70),Problem_Solving(+0.90); Leadership(+1.20); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI103,Kunal Bhattacharya,kunal.bhattacharya.ai22@rvce.edu.in,81,83,Practical(+3.60); Programming(+3.20); AI_ML(+3.20),Presentation(+0.70); Communication(+1.60); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI104,Mira Pillai,mira.pillai.ai22@rvce.edu.in,95,84,Programming(+4.00); Self_Study(+4.00); Project_Work(+4.00); Problem_Solving(+3.60); AI_ML(+3.20),Research(+0.70); Time_Management(+1.40); Communication(+1.60); Teamwork(+1.80); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI105,Ishita Saxena,ishita.saxena.ai22@rvce.edu.in,81,79,Project_Work(+4.00); Practical(+3.60); Presentation(+2.80); Problem_Solving(+2.70),Communication(+0.80); Self_Study(+0.80); Database(+1.40); Time_Management(+1.40); Research(+1.40),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI106,Palak Easwaran,palak.easwaran.ai22@rvce.edu.in,87,84,Programming(+4.00); AI_ML(+4.00); Self_Study(+4.00); Project_Work(+3.20),Theory(+0.70); Presentation(+1.40); Communication(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI107,Harsh Unnikrishnan,harsh.unnikrishnan.ai22@rvce.edu.in,99,84,Project_Work(+4.00); Teamwork(+3.60); Programming(+3.20); Presentation(+2.80),Problem_Solving(+0.90); System_Design(+1.40); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI108,Manav Bhat,manav.bhat.ai22@rvce.edu.in,88,92,Communication(+4.00); Presentation(+3.50); Practical(+2.70),Research(+0.70); Problem_Solving(+0.90); System_Design(+1.40); Time_Management(+1.40),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI109,Shreya Gandhi,shreya.gandhi.ai22@rvce.edu.in,85,75,Self_Study(+4.00); Teamwork(+3.60); Practical(+3.60); AI_ML(+3.20),Theory(+1.40); Programming(+1.60); Communication(+1.60); Leadership(+1.80); Time_Management(+2.10); Presentation(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI110,Dhruv Unnikrishnan,dhruv.unnikrishnan.ai22@rvce.edu.in,83,95,Problem_Solving(+4.50); Project_Work(+4.00); Teamwork(+3.60); Practical(+3.60); Research(+3.50),Time_Management(+0.70); Leadership(+1.20); System_Design(+1.40); Presentation(+2.10); Theory(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI111,Aarav Kapoor,aarav.kapoor.ai22@rvce.edu.in,79,81,Teamwork(+3.60); Practical(+3.60); Database(+3.50); Time_Management(+3.50); Project_Work(+3.20),Leadership(+1.20); Programming(+1.60); Self_Study(+1.60); System_Design(+2.10); Presentation(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI112,Varun Qureshi,varun.qureshi.ai22@rvce.edu.in,90,87,Research(+3.50); Time_Management(+2.80); Programming(+2.40); Project_Work(+2.40),Leadership(+1.20); AI_ML(+1.60); Communication(+1.60); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI113,Rahul Mehta,rahul.mehta.ai22@rvce.edu.in,75,95,Teamwork(+4.50); Presentation(+3.50); Programming(+3.20); AI_ML(+3.20),Self_Study(+1.60); Project_Work(+1.60); Leadership(+1.80); System_Design(+2.10); Time_Management(+2.10); Theory(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI114,Rohan Saxena,rohan.saxena.ai22@rvce.edu.in,75,87,Teamwork(+4.50); Project_Work(+3.20); Theory(+2.80); Problem_Solving(+2.70),Programming(+0.80); Time_Management(+1.40); Presentation(+1.40); AI_ML(+1.60); Communication(+1.60); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI115,Sanjana Sharma,sanjana.sharma.ai22@rvce.edu.in,99,75,Problem_Solving(+3.60); Teamwork(+3.60); Programming(+3.20); AI_ML(+3.20); Self_Study(+3.20),Leadership(+0.60); Practical(+0.90); Database(+1.40),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI116,Shreya Agarwal,shreya.agarwal.ai22@rvce.edu.in,86,83,Teamwork(+3.60); AI_ML(+3.20); Self_Study(+3.20); Project_Work(+3.20); Research(+2.80),Database(+0.70); Communication(+1.60); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI117,Ishita Bhat,ishita.bhat.ai22@rvce.edu.in,87,75,Problem_Solving(+3.60); System_Design(+3.50); AI_ML(+3.20); Theory(+2.80); Research(+2.80),Programming(+1.60); Communication(+1.60); Self_Study(+1.60); Leadership(+1.80); Database(+2.10); Time_Management(+2.10); Presentation(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI118,Kunal Singh,kunal.singh.ai22@rvce.edu.in,86,83,Programming(+4.00); Problem_Solving(+3.60); Practical(+3.60); AI_ML(+3.20); Self_Study(+3.20); Project_Work(+3.20),Research(+1.40); Teamwork(+1.80); Leadership(+1.80); Database(+2.10); System_Design(+2.10); Time_Management(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI119,Arnav Agarwal,arnav.agarwal.ai22@rvce.edu.in,92,89,Project_Work(+4.00); Practical(+3.60); Programming(+3.20),Teamwork(+0.90); Theory(+1.40); Communication(+1.60); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI120,Aditi Ahuja,aditi.ahuja.ai22@rvce.edu.in,90,85,Project_Work(+4.00); Problem_Solving(+3.60); Database(+3.50); Time_Management(+3.50),Theory(+1.40); Programming(+1.60); AI_ML(+1.60); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI121,Shreya Bansal,shreya.bansal.ai22@rvce.edu.in,95,85,Project_Work(+4.00); Teamwork(+3.60),Presentation(+1.40); Programming(+1.60); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI122,Avani Yadav,avani.yadav.ai22@rvce.edu.in,90,94,Self_Study(+4.00); Problem_Solving(+3.60),Time_Management(+1.40); Teamwork(+1.80); Leadership(+1.80); Database(+2.10); System_Design(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI123,Lakshmi Sengupta,lakshmi.sengupta.ai22@rvce.edu.in,92,90,Programming(+4.00); Problem_Solving(+3.60); Project_Work(+3.20); System_Design(+2.80); Research(+2.80),Presentation(+0.70); Communication(+0.80); Time_Management(+1.40); Theory(+1.40); AI_ML(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI124,Uday Dubey,uday.dubey.ai22@rvce.edu.in,75,90,Problem_Solving(+4.50); Time_Management(+2.80); Theory(+2.80); Research(+2.80); Practical(+2.70),Database(+1.40); Presentation(+1.40); Communication(+1.60); Project_Work(+1.60); Teamwork(+1.80); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI125,Vedika Walia,vedika.walia.ai22@rvce.edu.in,88,89,Problem_Solving(+3.60); Self_Study(+3.20); Project_Work(+3.20); Time_Management(+2.80); Theory(+2.80); Research(+2.80),AI_ML(+0.80); Database(+1.40); Presentation(+1.40); Programming(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI126,Keerthi Yadav,keerthi.yadav.ai22@rvce.edu.in,88,88,Problem_Solving(+3.60); Practical(+3.60); Theory(+3.50); System_Design(+2.80),Time_Management(+0.70); Project_Work(+1.60); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI127,Ishaan Joshi,ishaan.joshi.ai22@rvce.edu.in,86,95,Teamwork(+3.60); Database(+3.50); System_Design(+3.50); Communication(+3.20); Self_Study(+3.20),Theory(+0.70); Research(+1.40); AI_ML(+1.60); Leadership(+1.80); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI128,Lakshmi Dubey,lakshmi.dubey.ai22@rvce.edu.in,83,85,Problem_Solving(+3.60); Time_Management(+3.50); Research(+3.50); Programming(+3.20); AI_ML(+3.20),Communication(+0.80); Project_Work(+1.60); Teamwork(+1.80); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI129,Uma Chakraborty,uma.chakraborty.ai22@rvce.edu.in,79,85,Teamwork(+3.60); AI_ML(+3.20); Project_Work(+3.20); Database(+2.80); Research(+2.80),Practical(+0.90); Presentation(+1.40); Theory(+1.40); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI130,Tanya Reddy,tanya.reddy.ai22@rvce.edu.in,85,88,Teamwork(+3.60); Time_Management(+3.50); AI_ML(+3.20); Communication(+3.20); Project_Work(+3.20),Leadership(+1.80); Database(+2.10); Theory(+2.10); Programming(+2.40); Self_Study(+2.40),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI131,Saanvi Hegde,saanvi.hegde.ai22@rvce.edu.in,99,81,Programming(+4.00); AI_ML(+3.20); Self_Study(+3.20); Problem_Solving(+2.70); Teamwork(+2.70),Database(+0.70); Practical(+0.90); System_Design(+1.40); Communication(+1.60); Project_Work(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI132,Madhav Chakraborty,madhav.chakraborty.ai22@rvce.edu.in,99,99,AI_ML(+4.00); Teamwork(+3.60); Programming(+3.20),Time_Management(+0.70); Database(+1.40); Theory(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI133,Ira Khanna,ira.khanna.ai22@rvce.edu.in,87,81,System_Design(+3.50); Communication(+3.20); Leadership(+3.00); Database(+2.80),Research(+1.40); Programming(+1.60); Teamwork(+1.80); Time_Management(+2.10); Presentation(+2.10); Theory(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI134,Aarav Agarwal,aarav.agarwal.ai22@rvce.edu.in,87,88,Programming(+4.00); Self_Study(+3.20); System_Design(+2.80); Presentation(+2.80); Problem_Solving(+2.70); Teamwork(+2.70),Theory(+0.70); Database(+1.40); Time_Management(+1.40); AI_ML(+1.60); Communication(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI135,Aarav Singh,aarav.singh.ai22@rvce.edu.in,85,81,Problem_Solving(+3.60); Practical(+3.60); Time_Management(+3.50); AI_ML(+3.20); Communication(+3.20); Self_Study(+3.20),Leadership(+1.20); Presentation(+1.40); Theory(+1.40); Database(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI136,Arnav Menon,arnav.menon.ai22@rvce.edu.in,87,87,Problem_Solving(+3.60); Self_Study(+3.20); Time_Management(+2.80); Presentation(+2.80); Teamwork(+2.70),Communication(+0.80); Research(+1.40); Programming(+1.60); AI_ML(+1.60); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI137,Tanvi Iyer,tanvi.iyer.ai22@rvce.edu.in,99,96,Project_Work(+4.00); Problem_Solving(+3.60); Programming(+3.20); Time_Management(+2.80),Self_Study(+1.60); Teamwork(+1.80); Leadership(+1.80); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI138,Saanvi Bansal,saanvi.bansal.ai22@rvce.edu.in,97,85,Problem_Solving(+4.50); Practical(+3.60); System_Design(+3.50); Programming(+3.20); AI_ML(+3.20),Presentation(+0.70); Communication(+0.80); Self_Study(+0.80); Leadership(+1.20); Time_Management(+1.40); Theory(+1.40),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI139,Rajat Verma,rajat.verma.ai22@rvce.edu.in,90,84,Problem_Solving(+4.50); Communication(+3.20); Project_Work(+3.20),AI_ML(+1.60); Teamwork(+1.80); Leadership(+1.80); Database(+2.10); Time_Management(+2.10); Presentation(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI140,Rahul Singh,rahul.singh.ai22@rvce.edu.in,89,89,Practical(+4.50); Programming(+4.00); Communication(+4.00),Problem_Solving(+0.90); Time_Management(+1.40); Presentation(+1.40); Theory(+1.40); AI_ML(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI141,Ananya Agarwal,ananya.agarwal.ai22@rvce.edu.in,98,75,Communication(+4.00); Self_Study(+4.00); Project_Work(+4.00); Practical(+3.60); Theory(+3.50); Research(+3.50),Presentation(+1.40); Teamwork(+1.80); Leadership(+1.80); Database(+2.10); System_Design(+2.10); Time_Management(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI142,Harini Dubey,harini.dubey.ai22@rvce.edu.in,99,83,Problem_Solving(+4.50); Communication(+4.00); AI_ML(+3.20),Research(+1.40); Programming(+1.60); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI143,Deepa Walia,deepa.walia.ai22@rvce.edu.in,81,80,Self_Study(+4.00); Problem_Solving(+3.60); Communication(+3.20),Database(+1.40); Leadership(+1.80); Practical(+1.80); System_Design(+2.10); Time_Management(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI144,Riya Shah,riya.shah.ai22@rvce.edu.in,99,94,Teamwork(+4.50); Theory(+3.50); Self_Study(+3.20); Project_Work(+3.20),Leadership(+1.20); Database(+1.40); Research(+1.40); Programming(+1.60); Communication(+1.60); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI145,Ira Patel,ira.patel.ai22@rvce.edu.in,85,91,Problem_Solving(+3.60); Database(+3.50); Project_Work(+3.20); Time_Management(+2.80),AI_ML(+0.80); Self_Study(+0.80); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI146,Lavanya Bhat,lavanya.bhat.ai22@rvce.edu.in,82,75,Database(+3.50); Problem_Solving(+2.70); Practical(+2.70),System_Design(+1.40); Time_Management(+1.40); AI_ML(+1.60); Project_Work(+1.60); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI147,Neel Patel,neel.patel.ai22@rvce.edu.in,95,81,System_Design(+2.80); Problem_Solving(+2.70); Teamwork(+2.70); Programming(+2.40); Self_Study(+2.40); Project_Work(+2.40),Leadership(+1.20); Database(+1.40); Presentation(+1.40); Theory(+1.40); Research(+1.40); AI_ML(+1.60); Communication(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI148,Akash Das,akash.das.ai22@rvce.edu.in,99,82,Practical(+3.60); Self_Study(+3.20); Project_Work(+3.20); Presentation(+2.80); Teamwork(+2.70),Leadership(+1.20); Database(+1.40); Communication(+1.60); Problem_Solving(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI149,Saanvi Pandey,saanvi.pandey.ai22@rvce.edu.in,93,75,Practical(+4.50); Teamwork(+3.60); Programming(+3.20); AI_ML(+3.20); Communication(+3.20); Project_Work(+3.20),Leadership(+1.20); Time_Management(+1.40); Theory(+1.40); Problem_Solving(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI150,Advait Fernandes,advait.fernandes.ai22@rvce.edu.in,94,85,Practical(+3.60); Research(+3.50); AI_ML(+3.20); Database(+2.80); Time_Management(+2.80),Leadership(+1.20); System_Design(+1.40); Theory(+1.40); Communication(+1.60); Self_Study(+1.60); Problem_Solving(+1.80); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI151,Rohan Fernandes,rohan.fernandes.ai22@rvce.edu.in,98,91,Teamwork(+4.50); Time_Management(+2.80); Presentation(+2.80); Research(+2.80),Communication(+1.60); Project_Work(+1.60); Problem_Solving(+1.80); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI152,Rahul Naidu,rahul.naidu.ai22@rvce.edu.in,75,83,Problem_Solving(+3.60); Self_Study(+3.20); System_Design(+2.80); Presentation(+2.80); Teamwork(+2.70); Practical(+2.70),Leadership(+0.60); Database(+1.40); Time_Management(+1.40); Research(+1.40); AI_ML(+1.60); Communication(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI153,Madhav Kamath,madhav.kamath.ai22@rvce.edu.in,85,85,Practical(+3.60); Research(+3.50); Project_Work(+3.20); Theory(+2.80),Time_Management(+1.40); Self_Study(+1.60); Teamwork(+1.80); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI154,Esha Mehta,esha.mehta.ai22@rvce.edu.in,83,84,Programming(+4.00); Self_Study(+3.20); Research(+2.80); Practical(+2.70),Theory(+0.70); Time_Management(+1.40); Project_Work(+1.60); Problem_Solving(+1.80); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI155,Kavya Das,kavya.das.ai22@rvce.edu.in,86,85,Communication(+4.00); Teamwork(+3.60); Practical(+3.60),Research(+0.70); Programming(+1.60); Database(+2.10); Time_Management(+2.10); Presentation(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI156,Krishna Khanna,krishna.khanna.ai22@rvce.edu.in,81,79,Teamwork(+4.50); Communication(+3.20); Self_Study(+3.20),Leadership(+1.20); Database(+2.10); System_Design(+2.10); Theory(+2.10); Research(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI157,Palak Rao,palak.rao.ai22@rvce.edu.in,79,88,Teamwork(+4.50); Problem_Solving(+3.60); Communication(+3.20),Presentation(+1.40); Programming(+1.60); AI_ML(+1.60); Project_Work(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI158,Viraj Walia,viraj.walia.ai22@rvce.edu.in,75,80,Problem_Solving(+3.60); Teamwork(+3.60); Practical(+3.60); AI_ML(+3.20); Project_Work(+3.20),Leadership(+1.20); Presentation(+1.40); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI159,Uma Bansal,uma.bansal.ai22@rvce.edu.in,87,86,Self_Study(+4.00); Problem_Solving(+3.60); Project_Work(+3.20),AI_ML(+0.80); Time_Management(+1.40); Programming(+1.60); Practical(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI160,Bhavya Malhotra,bhavya.malhotra.ai22@rvce.edu.in,92,79,Practical(+4.50); Teamwork(+3.60); Time_Management(+3.50); Programming(+3.20); Communication(+3.20); Self_Study(+3.20); Project_Work(+3.20),Problem_Solving(+0.90); Presentation(+1.40); Theory(+1.40); AI_ML(+1.60); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI161,Pranav Mishra,pranav.mishra.ai22@rvce.edu.in,85,96,Communication(+4.00); Self_Study(+4.00); Practical(+3.60); Presentation(+3.50); Programming(+3.20); Project_Work(+3.20),Leadership(+1.20); Research(+1.40); AI_ML(+1.60); Database(+2.10); System_Design(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI162,Vihaan Zacharia,vihaan.zacharia.ai22@rvce.edu.in,92,91,Programming(+3.20); Self_Study(+3.20); Database(+2.80); System_Design(+2.80); Theory(+2.80); Problem_Solving(+2.70),Time_Management(+0.70); Presentation(+0.70); Leadership(+1.20),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI163,Diya Zacharia,diya.zacharia.ai22@rvce.edu.in,80,94,Practical(+4.50); AI_ML(+4.00); Communication(+4.00); Teamwork(+3.60),Database(+1.40); System_Design(+1.40); Time_Management(+1.40); Presentation(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI164,Vihaan Venkatesh,vihaan.venkatesh.ai22@rvce.edu.in,95,83,Practical(+4.50); Teamwork(+3.60); Theory(+3.50); Programming(+3.20); AI_ML(+3.20); Communication(+3.20),Problem_Solving(+0.90); Database(+1.40); System_Design(+1.40); Self_Study(+1.60); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI165,Sahil Goswami,sahil.goswami.ai22@rvce.edu.in,87,93,Self_Study(+3.20); System_Design(+2.80); Problem_Solving(+2.70); Practical(+2.70); Programming(+2.40),Leadership(+0.60); Theory(+1.40); AI_ML(+1.60); Communication(+1.60); Project_Work(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI166,Ananya Rao,ananya.rao.ai22@rvce.edu.in,99,89,System_Design(+3.50); Time_Management(+3.50); Research(+3.50); Presentation(+2.80),Leadership(+1.20); Programming(+1.60); AI_ML(+1.60); Communication(+1.60); Project_Work(+1.60); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI167,Aanya Oberoi,aanya.oberoi.ai22@rvce.edu.in,84,92,Teamwork(+3.60); Database(+2.80); System_Design(+2.80); Theory(+2.80),Project_Work(+0.80); Leadership(+1.20); Programming(+1.60); AI_ML(+1.60); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI168,Riya Khanna,riya.khanna.ai22@rvce.edu.in,97,75,Practical(+3.60); Presentation(+2.80); Problem_Solving(+2.70); Teamwork(+2.70),Research(+1.40); Programming(+1.60); Leadership(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI169,Nandini Rao,nandini.rao.ai22@rvce.edu.in,86,97,Teamwork(+4.50); System_Design(+3.50); Programming(+3.20); Leadership(+3.00),Project_Work(+0.80); Research(+1.40); Self_Study(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI170,Avani Kapoor,avani.kapoor.ai22@rvce.edu.in,92,80,Self_Study(+4.00); Problem_Solving(+3.60); Teamwork(+3.60); Practical(+3.60); AI_ML(+3.20); Communication(+3.20),Time_Management(+0.70); System_Design(+1.40); Research(+1.40); Programming(+1.60),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI171,Keerthi Dubey,keerthi.dubey.ai22@rvce.edu.in,86,78,AI_ML(+4.00); Practical(+3.60); Theory(+3.50); Communication(+3.20); Project_Work(+3.20),Research(+0.70); Database(+1.40); Time_Management(+1.40); Presentation(+1.40); Self_Study(+1.60); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI172,Esha Easwaran,esha.easwaran.ai22@rvce.edu.in,86,87,AI_ML(+3.20); Database(+2.80); Theory(+2.80); Practical(+2.70),Time_Management(+1.40); Self_Study(+1.60); Problem_Solving(+1.80); Teamwork(+1.80),5,"DBMS,AISE,MLOps,ANN,PME"
1RV22AI173,Nandini Gandhi,nandini.gandhi.ai22@rvce.edu.in,77,91,Teamwork(+3.60); Practical(+3.60); Database(+3.50); AI_ML(+3.20); Communication(+3.20); Self_Study(+3.20),System_Design(+1.40); Time_Management(+1.40); Research(+1.40); Leadership(+1.80); Presentation(+2.10); Theory(+2.10),5,"DBMS,AISE,MLOps,ANN,PME"
